CASRN,LD50_avg,Toxic_avg-0,Toxic_avg-1,EPA_avg-1,EPA_avg-2,EPA_avg-3,EPA_avg-4,Toxic,EPA_Category,Toxic_zones,EPA_zones,Integrated_zones,model,logLD50_mmolkg,Toxic(Exp),EPA_category(Exp)
55283-68-6,0.559,0.367,0.633,0.075,0.09,0.601,0.234,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.477,0.0,4.0
5837-67-2,1.135,0.871,0.129,0.02,0.032,0.315,0.634,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.404,0.0,4.0
64532-94-1,0.634,0.761,0.239,0.01,0.081,0.315,0.594,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.434,0.0,4.0
68302-57-8,0.445,0.505,0.495,0.027,0.147,0.57,0.256,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.525,0.0,4.0
80734-02-7,0.671,0.759,0.241,0.027,0.037,0.443,0.493,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,1.336,0.0,4.0
3385-41-9,1.433,0.893,0.107,0.006,0.024,0.189,0.781,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.837,0.0,4.0
2580-78-1,0.948,0.896,0.104,0.014,0.033,0.307,0.646,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.24,0.0,4.0
9004-64-2,1.228,0.817,0.183,0.015,0.037,0.464,0.484,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,1.459,0.0,4.0
106-36-5,1.739,0.923,0.077,0.006,0.03,0.215,0.749,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.949,0.0,4.0
79482-06-7,0.444,0.47,0.53,0.042,0.264,0.479,0.216,Toxic,EPA 3,InZone,InZone,InZone,Base Models,1.562,0.0,4.0
32449-92-6,0.865,0.729,0.271,0.102,0.117,0.346,0.435,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,1.784,0.0,4.0
28523-86-6,0.619,0.44,0.56,0.12,0.228,0.381,0.271,Toxic,EPA 3,InZone,InZone,InZone,Base Models,1.732,0.0,4.0
112-15-2,1.558,0.883,0.117,0.004,0.011,0.388,0.598,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.795,0.0,4.0
1616-88-2,1.039,0.431,0.569,0.049,0.126,0.615,0.21,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.965,0.0,4.0
73816-77-0,1.175,0.928,0.072,0.02,0.022,0.228,0.73,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.377,0.0,4.0
2278-50-4,0.573,0.787,0.213,0.038,0.055,0.284,0.622,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.226,0.0,4.0
35170-28-6,1.14,0.813,0.187,0.022,0.046,0.142,0.791,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.511,0.0,4.0
25841-37-6,1.328,0.735,0.265,0.039,0.092,0.422,0.446,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,1.919,0.0,4.0
63867-52-7,0.62,0.555,0.445,0.034,0.068,0.712,0.185,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.545,0.0,4.0
6980-18-3,1.597,0.904,0.096,0.014,0.026,0.092,0.868,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.478,0.0,4.0
27541-88-4,0.607,0.547,0.453,0.018,0.17,0.555,0.257,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.565,0.0,4.0
133-49-3,0.485,0.268,0.732,0.073,0.18,0.692,0.055,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.625,0.0,4.0
100-88-9,0.896,0.241,0.759,0.015,0.079,0.845,0.062,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.826,0.0,4.0
143-07-7,1.301,0.942,0.058,0.004,0.018,0.4,0.578,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.777,0.0,4.0
62865-36-5,0.618,0.448,0.552,0.022,0.143,0.75,0.085,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.672,0.0,4.0
16071-86-6,1.195,0.917,0.083,0.008,0.024,0.166,0.802,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.265,0.0,4.0
1137-42-4,1.111,0.673,0.327,0.007,0.064,0.628,0.301,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.785,0.0,4.0
540-18-1,1.64,0.943,0.057,0.004,0.015,0.099,0.882,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.887,0.0,4.0
23424-47-7,0.496,0.345,0.655,0.036,0.177,0.64,0.147,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.815,0.0,4.0
128-42-7,1.076,0.787,0.213,0.027,0.056,0.271,0.646,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.467,0.0,4.0
2421-28-5,0.628,0.756,0.244,0.043,0.084,0.568,0.305,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.599,0.0,4.0
105-99-7,1.462,0.931,0.069,0.015,0.013,0.172,0.8,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.698,0.0,4.0
118-03-6,1.241,0.927,0.073,0.015,0.027,0.256,0.701,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.53,0.0,4.0
85844-93-5,0.556,0.608,0.392,0.028,0.106,0.785,0.08,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.621,0.0,4.0
10143-54-1,1.45,0.851,0.149,0.013,0.057,0.406,0.524,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.925,0.0,4.0
623-84-7,1.529,0.866,0.134,0.031,0.028,0.249,0.692,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.927,0.0,4.0
532-02-5,1.301,0.897,0.103,0.008,0.033,0.844,0.115,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.824,0.0,4.0
77-99-6,1.428,0.832,0.168,0.035,0.029,0.504,0.432,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,2.022,0.0,4.0
119-79-9,1.361,0.898,0.102,0.007,0.042,0.27,0.681,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.803,0.0,4.0
3804-89-5,0.645,0.587,0.413,0.062,0.163,0.488,0.287,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,1.794,0.0,4.0
2432-99-7,1.305,0.886,0.114,0.006,0.049,0.688,0.257,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.863,0.0,4.0
18699-02-0,0.985,0.503,0.497,0.01,0.07,0.807,0.113,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.884,0.0,4.0
1218-34-4,0.496,0.606,0.394,0.054,0.18,0.644,0.122,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.785,0.0,4.0
29104-30-1,0.635,0.597,0.403,0.014,0.084,0.56,0.342,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.615,0.0,4.0
51934-76-0,0.913,0.892,0.108,0.014,0.033,0.131,0.821,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.324,0.0,4.0
98-08-8,0.973,0.496,0.504,0.028,0.146,0.646,0.18,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,2.011,0.0,4.0
29091-21-2,0.504,0.409,0.591,0.061,0.112,0.528,0.299,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.643,0.0,4.0
3605-31-0,0.975,0.653,0.347,0.02,0.127,0.645,0.208,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.884,0.0,4.0
144-83-2,1.027,0.866,0.134,0.009,0.041,0.853,0.097,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.802,0.0,4.0
11120-29-9,0.552,0.577,0.423,0.069,0.134,0.463,0.333,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,1.419,0.0,4.0
5165-97-9,0.897,0.204,0.796,0.019,0.066,0.843,0.072,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.888,0.0,4.0
849-99-0,1.397,0.887,0.113,0.007,0.037,0.28,0.675,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.712,0.0,4.0
10143-20-1,1.429,0.846,0.154,0.012,0.035,0.296,0.658,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.853,0.0,4.0
72490-01-8,0.662,0.528,0.472,0.027,0.097,0.638,0.238,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.746,0.0,4.0
138-14-7,0.9,0.715,0.285,0.02,0.08,0.531,0.369,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.489,0.0,4.0
6338-70-1,0.969,0.365,0.635,0.029,0.332,0.481,0.157,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,2.122,0.0,4.0
2971-90-6,0.427,0.304,0.696,0.05,0.23,0.661,0.059,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.972,0.0,4.0
3338-24-7,-0.184,0.057,0.943,0.276,0.334,0.367,0.022,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,1.988,0.0,4.0
51356-14-0,-0.348,0.156,0.844,0.465,0.109,0.251,0.174,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,1.738,0.0,4.0
115-77-5,1.298,0.796,0.204,0.052,0.045,0.5,0.404,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,2.156,0.0,4.0
73926-94-0,1.215,0.928,0.072,0.008,0.018,0.15,0.824,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.505,0.0,4.0
6620-60-6,1.212,0.875,0.125,0.008,0.04,0.198,0.754,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.777,0.0,4.0
27178-16-1,1.389,0.967,0.033,0.005,0.017,0.425,0.553,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.682,0.0,4.0
7542-37-2,1.44,0.92,0.08,0.01,0.017,0.087,0.887,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.546,0.0,4.0
112-54-9,1.388,0.948,0.052,0.005,0.015,0.215,0.765,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,2.096,0.0,4.0
88402-43-1,0.577,0.519,0.481,0.014,0.209,0.533,0.244,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,1.962,0.0,4.0
10140-81-5,0.795,0.614,0.386,0.044,0.086,0.543,0.328,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.772,0.0,4.0
50-99-7,1.315,0.8,0.2,0.021,0.057,0.343,0.578,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,2.156,0.0,4.0
12627-38-2,0.839,0.67,0.33,0.013,0.096,0.648,0.244,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.912,0.0,4.0
585-86-4,1.452,0.721,0.279,0.016,0.044,0.437,0.503,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.94,0.0,4.0
112-58-3,1.261,0.833,0.167,0.005,0.029,0.644,0.322,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,2.22,0.0,4.0
27253-26-5,1.55,0.958,0.042,0.005,0.012,0.355,0.628,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.771,0.0,4.0
7786-17-6,0.921,0.817,0.183,0.01,0.071,0.507,0.412,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,1.837,0.0,4.0
53306-53-9,1.531,0.926,0.074,0.003,0.015,0.297,0.685,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.991,0.0,4.0
1949-45-7,0.824,0.793,0.207,0.023,0.043,0.31,0.624,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,1.783,0.0,4.0
76-13-1,0.936,0.624,0.376,0.018,0.145,0.272,0.565,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,2.361,0.0,4.0
142-18-7,1.354,0.908,0.092,0.032,0.032,0.299,0.637,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,2.285,0.0,4.0
2653-16-9,0.502,0.305,0.695,0.081,0.257,0.575,0.086,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,
3508-98-3,0.852,0.504,0.496,0.033,0.274,0.621,0.071,Nontoxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,,
5510-99-6,0.709,0.425,0.575,0.021,0.284,0.63,0.065,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,1.0,
2475-45-8,0.99,0.734,0.266,0.017,0.066,0.321,0.596,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,,
39255-32-8,1.514,0.877,0.123,0.004,0.066,0.419,0.51,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,,
108-74-7,0.746,0.205,0.795,0.026,0.389,0.486,0.099,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,1.0,
1307233-94-8,0.478,0.344,0.656,0.022,0.188,0.607,0.183,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,
1869-24-5,0.718,0.432,0.568,0.052,0.199,0.56,0.19,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,1.0,
23328-71-4,0.551,0.495,0.505,0.011,0.292,0.608,0.089,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,1.0,
34432-92-3,0.546,0.431,0.569,0.028,0.183,0.605,0.183,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,1.0,
36177-92-1,0.532,0.261,0.739,0.019,0.175,0.72,0.086,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,
67989-88-2,1.27,0.888,0.112,0.029,0.035,0.544,0.392,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,
74462-02-5,0.799,0.739,0.261,0.012,0.079,0.805,0.104,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,
106-70-7,1.446,0.899,0.101,0.007,0.04,0.251,0.702,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,
1119-40-0,1.324,0.873,0.127,0.008,0.056,0.298,0.639,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,
126833-17-8,0.371,0.405,0.595,0.038,0.262,0.504,0.196,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,
141-10-6,1.392,0.927,0.073,0.006,0.022,0.356,0.617,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,
177406-68-7,0.228,0.476,0.524,0.071,0.193,0.566,0.17,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,
25155-25-3,1.092,0.836,0.164,0.007,0.055,0.779,0.159,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,
51410-72-1,0.685,0.437,0.563,0.025,0.231,0.657,0.087,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,0.0,
6358-31-2,0.57,0.866,0.134,0.013,0.04,0.579,0.368,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,
693-36-7,1.13,0.893,0.107,0.01,0.041,0.331,0.618,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,
79-94-7,0.411,0.674,0.326,0.058,0.131,0.475,0.336,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,
840-65-3,1.028,0.767,0.233,0.009,0.066,0.74,0.185,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,
2032-59-9,-0.75,0.039,0.961,0.749,0.208,0.036,0.007,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,,1.0,1.0
591-22-0,0.686,0.155,0.845,0.022,0.494,0.438,0.046,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,,1.0,2.0
16506-27-7,-0.178,0.107,0.893,0.04,0.78,0.142,0.038,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,,1.0,2.0
514-73-8,0.462,0.469,0.531,0.039,0.193,0.625,0.143,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,,1.0,2.0
7327-60-8,0.42,0.303,0.697,0.119,0.348,0.38,0.153,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,1.0,2.0
26364-65-8,0.153,0.094,0.906,0.196,0.533,0.251,0.02,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,,1.0,2.0
63141-09-3,0.693,0.257,0.743,0.029,0.301,0.604,0.066,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,2.0
33229-34-4,0.447,0.496,0.504,0.154,0.113,0.48,0.254,Toxic,EPA 3,InZone,InZone,InZone,Base Models,,,3.0
106092-09-5,0.496,0.254,0.746,0.041,0.312,0.576,0.072,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,3.0
14044-65-6,1.277,0.222,0.778,0.016,0.1,0.819,0.065,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,1.0,3.0
3775-90-4,1.042,0.599,0.401,0.026,0.122,0.488,0.364,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,,1.0,3.0
110-27-0,1.407,0.952,0.048,0.005,0.017,0.517,0.461,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
127-06-0,0.933,0.208,0.792,0.036,0.198,0.709,0.057,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,3.0
21331-43-1,0.801,0.557,0.443,0.034,0.241,0.486,0.24,Nontoxic,EPA 3,InZone,InZone,InZone,Base Models,,0.0,3.0
78-79-5,0.886,0.362,0.638,0.026,0.369,0.381,0.224,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,3.0
107-35-7,1.199,0.683,0.317,0.029,0.128,0.491,0.352,Nontoxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,,0.0,4.0
124-18-5,1.398,0.906,0.094,0.007,0.032,0.169,0.792,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
41096-46-2,1.422,0.92,0.08,0.004,0.013,0.239,0.744,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
56-86-0,1.458,0.822,0.178,0.006,0.065,0.297,0.632,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
689-67-8,1.354,0.944,0.056,0.009,0.016,0.296,0.679,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
8001-78-3,1.294,0.883,0.117,0.021,0.04,0.301,0.638,Nontoxic,EPA 4,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
94-13-3,1.183,0.733,0.267,0.006,0.046,0.783,0.165,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,,0.0,4.0
107-49-3,-0.798,0.159,0.841,0.58,0.101,0.261,0.058,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,-2.764,1.0,1.0
3691-35-8,-0.565,0.376,0.624,0.319,0.256,0.255,0.171,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,-2.252,1.0,1.0
534-52-1,-0.567,0.094,0.906,0.765,0.118,0.091,0.026,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,-1.452,1.0,1.0
950-10-7,-1.024,0.089,0.911,0.651,0.2,0.119,0.029,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,-1.481,1.0,1.0
470-90-6,-0.842,0.082,0.918,0.717,0.141,0.128,0.014,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,-1.571,1.0,1.0
56-72-4,-0.948,0.067,0.933,0.483,0.409,0.082,0.026,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,-1.446,1.0,1.0
25311-71-1,-0.252,0.237,0.763,0.297,0.279,0.359,0.066,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,-1.214,1.0,1.0
3333-52-6,0.422,0.284,0.716,0.052,0.572,0.329,0.048,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.703,1.0,1.0
60-34-4,0.243,0.077,0.923,0.044,0.778,0.155,0.023,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.158,1.0,1.0
95-57-8,0.456,0.11,0.89,0.068,0.401,0.498,0.032,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,-0.507,1.0,1.0
78-82-0,0.711,0.29,0.71,0.165,0.392,0.399,0.044,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,-0.141,1.0,1.0
124-63-0,0.353,0.221,0.779,0.115,0.489,0.254,0.142,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,-0.36,1.0,1.0
485-31-4,-0.206,0.228,0.772,0.117,0.478,0.313,0.092,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,-0.745,1.0,2.0
107-96-0,0.657,0.327,0.673,0.129,0.318,0.441,0.112,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,-0.227,1.0,2.0
68-11-1,0.15,0.156,0.844,0.538,0.169,0.227,0.066,Toxic,EPA 1,OutZone,OutZone,OutZone,Base Models,-0.101,1.0,2.0
2365-48-2,0.464,0.252,0.748,0.072,0.602,0.212,0.114,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.102,1.0,2.0
102-36-3,0.813,0.437,0.563,0.011,0.096,0.6,0.293,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,-0.315,1.0,2.0
50-18-0,-0.414,0.057,0.943,0.075,0.848,0.061,0.015,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.417,1.0,2.0
107-11-9,0.539,0.06,0.94,0.034,0.774,0.171,0.021,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.252,1.0,2.0
303-34-4,0.127,0.41,0.59,0.148,0.219,0.442,0.191,Toxic,EPA 3,InZone,InZone,InZone,Base Models,-0.573,1.0,2.0
76-74-4,-0.386,0.066,0.934,0.021,0.83,0.128,0.021,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.283,1.0,2.0
116-01-8,-0.207,0.07,0.93,0.21,0.493,0.284,0.012,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,-0.289,1.0,2.0
104-12-1,0.815,0.4,0.6,0.009,0.145,0.634,0.212,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,-0.046,1.0,2.0
135410-20-7,0.21,0.168,0.832,0.043,0.53,0.396,0.031,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.183,1.0,2.0
13457-18-6,-0.634,0.167,0.833,0.385,0.353,0.163,0.099,Toxic,EPA 1,OutZone,InZone,HalfZone_B,Base Models,-0.393,1.0,2.0
124-64-1,1.006,0.65,0.35,0.046,0.137,0.39,0.427,Nontoxic,EPA 4,OutZone,InZone,HalfZone_B,Base Models,0.016,1.0,2.0
10222-01-2,0.411,0.248,0.752,0.089,0.414,0.414,0.083,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,-0.133,1.0,2.0
106-44-5,0.799,0.251,0.749,0.006,0.455,0.504,0.035,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.282,1.0,2.0
2540-82-1,-0.141,0.123,0.877,0.182,0.488,0.309,0.022,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,-0.072,1.0,2.0
58-55-9,0.574,0.187,0.813,0.031,0.196,0.682,0.091,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.097,1.0,2.0
134098-61-6,0.48,0.458,0.542,0.024,0.104,0.601,0.272,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,-0.236,1.0,2.0
77-48-5,0.465,0.207,0.793,0.042,0.337,0.55,0.07,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,-0.058,1.0,2.0
69409-94-5,-0.009,0.467,0.533,0.025,0.36,0.372,0.243,Toxic,EPA 3,InZone,InZone,InZone,Base Models,-0.285,1.0,2.0
2463-84-5,-0.216,0.062,0.938,0.22,0.553,0.213,0.014,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,-0.02,1.0,2.0
93-76-5,0.511,0.168,0.832,0.014,0.179,0.709,0.099,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.07,1.0,2.0
77-47-4,0.411,0.266,0.734,0.032,0.395,0.465,0.108,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.063,1.0,2.0
554-84-7,0.577,0.187,0.813,0.035,0.452,0.467,0.047,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.373,1.0,2.0
103-69-5,0.719,0.178,0.822,0.046,0.173,0.75,0.03,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.44,1.0,2.0
3688-53-7,0.586,0.363,0.637,0.026,0.225,0.615,0.134,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.137,1.0,2.0
109-73-9,0.792,0.119,0.881,0.015,0.491,0.458,0.036,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.699,1.0,2.0
94-11-1,0.419,0.173,0.827,0.008,0.366,0.569,0.057,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.154,1.0,2.0
142-59-6,0.278,0.125,0.875,0.108,0.392,0.462,0.038,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.269,1.0,2.0
76-03-9,1.063,0.639,0.361,0.018,0.176,0.727,0.079,Nontoxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.389,1.0,2.0
50679-08-8,0.249,0.408,0.592,0.022,0.216,0.68,0.082,Toxic,EPA 3,InZone,OutZone,HalfZone_M,Base Models,-0.032,1.0,2.0
628-96-6,0.358,0.105,0.895,0.027,0.545,0.381,0.047,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.481,1.0,2.0
54041-17-7,0.434,0.376,0.624,0.105,0.155,0.63,0.111,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.351,1.0,2.0
136-78-7,0.564,0.31,0.69,0.035,0.22,0.64,0.105,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.223,1.0,2.0
1762-95-4,0.347,0.145,0.855,0.158,0.602,0.211,0.029,Toxic,EPA 2,OutZone,OutZone,OutZone,Base Models,0.927,1.0,2.0
35691-65-7,0.375,0.291,0.709,0.091,0.387,0.487,0.035,Toxic,EPA 3,OutZone,InZone,HalfZone_B,Base Models,0.287,1.0,3.0
90-05-1,0.842,0.201,0.799,0.01,0.181,0.765,0.044,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.622,1.0,3.0
818-61-1,0.836,0.339,0.661,0.015,0.447,0.37,0.168,Toxic,EPA 2,OutZone,InZone,HalfZone_B,Base Models,0.674,1.0,3.0
115-32-2,0.376,0.405,0.595,0.029,0.375,0.344,0.252,Toxic,EPA 2,InZone,InZone,InZone,Base Models,0.191,1.0,3.0
119168-77-3,0.42,0.332,0.668,0.018,0.181,0.72,0.082,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.251,1.0,3.0
93-72-1,0.486,0.211,0.789,0.032,0.18,0.713,0.075,Toxic,EPA 3,OutZone,OutZone,OutZone,Base Models,0.382,1.0,3.0
